record_type,year,decade,era,five_year_plan,is_election_year,economic_event,flow,commodity,partner_country,country_code,region,trade_bloc,segment_value_usd_m,segment_share_pct,exports_usd_million,imports_usd_million,trade_balance_usd_million,exports_merchandise_usd_m,imports_merchandise_usd_m,exports_services_usd_m,imports_services_usd_m,gdp_usd_billion,trade_openness_pct,export_growth_yoy_pct,import_growth_yoy_pct,data_source
Commodity_Breakdown,2005,2000s,High Growth Era,Plan 11,0,,Export,Petroleum Products,,,,,13491.0,9.0,149900,175700,,,,,,834.2,,,,
Commodity_Breakdown,2005,2000s,High Growth Era,Plan 11,0,,Export,Gems & Jewellery,,,,,22485.0,15.0,149900,175700,,,,,,834.2,,,,
Commodity_Breakdown,2005,2000s,High Growth Era,Plan 11,0,,Export,Chemicals & Pharma,,,,,16489.0,11.0,149900,175700,,,,,,834.2,,,,
Commodity_Breakdown,2005,2000s,High Growth Era,Plan 11,0,,Export,Textiles & Apparel,,,,,22485.0,15.0,149900,175700,,,,,,834.2,,,,
Commodity_Breakdown,2005,2000s,High Growth Era,Plan 11,0,,Export,Agriculture & Allied,,,,,14990.0,10.0,149900,175700,,,,,,834.2,,,,
Commodity_Breakdown,2005,2000s,High Growth Era,Plan 11,0,,Export,Electronics & IT Goods,,,,,7495.0,5.0,149900,175700,,,,,,834.2,,,,
Commodity_Breakdown,2005,2000s,High Growth Era,Plan 11,0,,Export,Other Merchandise,,,,,23984.0,16.0,149900,175700,,,,,,834.2,,,,
Commodity_Breakdown,2005,2000s,High Growth Era,Plan 11,0,,Import,Crude Oil & Petroleum,,,,,52710.0,30.0,149900,175700,,,,,,834.2,,,,
Commodity_Breakdown,2005,2000s,High Growth Era,Plan 11,0,,Import,Electronics & Machinery,,,,,29869.0,17.0,149900,175700,,,,,,834.2,,,,
Commodity_Breakdown,2005,2000s,High Growth Era,Plan 11,0,,Import,Gold & Precious Metals,,,,,14056.0,8.0,149900,175700,,,,,,834.2,,,,
Commodity_Breakdown,2005,2000s,High Growth Era,Plan 11,0,,Import,Chemicals,,,,,14056.0,8.0,149900,175700,,,,,,834.2,,,,
Commodity_Breakdown,2005,2000s,High Growth Era,Plan 11,0,,Import,Coal & Coke,,,,,5271.0,3.0,149900,175700,,,,,,834.2,,,,
Commodity_Breakdown,2005,2000s,High Growth Era,Plan 11,0,,Import,Edible Oils,,,,,7028.0,4.0,149900,175700,,,,,,834.2,,,,
Commodity_Breakdown,2005,2000s,High Growth Era,Plan 11,0,,Import,Defence & Aerospace,,,,,5271.0,3.0,149900,175700,,,,,,834.2,,,,
Commodity_Breakdown,2005,2000s,High Growth Era,Plan 11,0,,Import,Other Merchandise,,,,,47439.0,27.0,149900,175700,,,,,,834.2,,,,
Commodity_Breakdown,2006,2000s,High Growth Era,Plan 12,0,,Export,Engineering Goods,,,,,38880.0,20.0,194400,218000,,,,,,949.1,,,,
Commodity_Breakdown,2006,2000s,High Growth Era,Plan 12,0,,Export,Petroleum Products,,,,,27216.0,14.0,194400,218000,,,,,,949.1,,,,
Commodity_Breakdown,2006,2000s,High Growth Era,Plan 12,0,,Export,Gems & Jewellery,,,,,27216.0,14.0,194400,218000,,,,,,949.1,,,,
Commodity_Breakdown,2006,2000s,High Growth Era,Plan 12,0,,Export,Chemicals & Pharma,,,,,21384.0,11.0,194400,218000,,,,,,949.1,,,,
Commodity_Breakdown,2006,2000s,High Growth Era,Plan 12,0,,Export,Textiles & Apparel,,,,,25272.0,13.0,194400,218000,,,,,,949.1,,,,
Commodity_Breakdown,2006,2000s,High Growth Era,Plan 12,0,,Export,Agriculture & Allied,,,,,17496.0,9.0,194400,218000,,,,,,949.1,,,,
Commodity_Breakdown,2006,2000s,High Growth Era,Plan 12,0,,Export,Electronics & IT Goods,,,,,9720.0,5.0,194400,218000,,,,,,949.1,,,,
Commodity_Breakdown,2006,2000s,High Growth Era,Plan 12,0,,Export,Other Merchandise,,,,,27216.0,14.0,194400,218000,,,,,,949.1,,,,
Commodity_Breakdown,2006,2000s,High Growth Era,Plan 12,0,,Import,Crude Oil & Petroleum,,,,,67580.0,31.0,194400,218000,,,,,,949.1,,,,
Commodity_Breakdown,2006,2000s,High Growth Era,Plan 12,0,,Import,Electronics & Machinery,,,,,37060.0,17.0,194400,218000,,,,,,949.1,,,,
Commodity_Breakdown,2006,2000s,High Growth Era,Plan 12,0,,Import,Gold & Precious Metals,,,,,17440.0,8.0,194400,218000,,,,,,949.1,,,,
Commodity_Breakdown,2006,2000s,High Growth Era,Plan 12,0,,Import,Chemicals,,,,,17440.0,8.0,194400,218000,,,,,,949.1,,,,
Commodity_Breakdown,2006,2000s,High Growth Era,Plan 12,0,,Import,Coal & Coke,,,,,8720.0,4.0,194400,218000,,,,,,949.1,,,,
Commodity_Breakdown,2006,2000s,High Growth Era,Plan 12,0,,Import,Edible Oils,,,,,8720.0,4.0,194400,218000,,,,,,949.1,,,,
Commodity_Breakdown,2006,2000s,High Growth Era,Plan 12,0,,Import,Defence & Aerospace,,,,,6540.0,3.0,194400,218000,,,,,,949.1,,,,
Commodity_Breakdown,2006,2000s,High Growth Era,Plan 12,0,,Import,Other Merchandise,,,,,54500.0,25.0,194400,218000,,,,,,949.1,,,,
Commodity_Breakdown,2007,2000s,High Growth Era,Plan 12,0,,Export,Engineering Goods,,,,,52458.0,21.0,249800,267000,,,,,,1238.7,,,,
Commodity_Breakdown,2007,2000s,High Growth Era,Plan 12,0,,Export,Petroleum Products,,,,,42466.0,17.0,249800,267000,,,,,,1238.7,,,,
Commodity_Breakdown,2007,2000s,High Growth Era,Plan 12,0,,Export,Gems & Jewellery,,,,,34972.0,14.0,249800,267000,,,,,,1238.7,,,,
Commodity_Breakdown,2007,2000s,High Growth Era,Plan 12,0,,Export,Chemicals & Pharma,,,,,29976.0,12.0,249800,267000,,,,,,1238.7,,,,
Commodity_Breakdown,2007,2000s,High Growth Era,Plan 12,0,,Export,Textiles & Apparel,,,,,32474.0,13.0,249800,267000,,,,,,1238.7,,,,
Commodity_Breakdown,2007,2000s,High Growth Era,Plan 12,0,,Export,Agriculture & Allied,,,,,22482.0,9.0,249800,267000,,,,,,1238.7,,,,
Commodity_Breakdown,2007,2000s,High Growth Era,Plan 12,0,,Export,Electronics & IT Goods,,,,,14988.0,6.0,249800,267000,,,,,,1238.7,,,,
Commodity_Breakdown,2007,2000s,High Growth Era,Plan 12,0,,Export,Other Merchandise,,,,,24980.0,10.0,249800,267000,,,,,,1238.7,,,,
Commodity_Breakdown,2007,2000s,High Growth Era,Plan 12,0,,Import,Crude Oil & Petroleum,,,,,85440.0,32.0,249800,267000,,,,,,1238.7,,,,
Commodity_Breakdown,2007,2000s,High Growth Era,Plan 12,0,,Import,Electronics & Machinery,,,,,48060.0,18.0,249800,267000,,,,,,1238.7,,,,
Commodity_Breakdown,2007,2000s,High Growth Era,Plan 12,0,,Import,Gold & Precious Metals,,,,,21360.0,8.0,249800,267000,,,,,,1238.7,,,,
Commodity_Breakdown,2007,2000s,High Growth Era,Plan 12,0,,Import,Chemicals,,,,,21360.0,8.0,249800,267000,,,,,,1238.7,,,,
Commodity_Breakdown,2007,2000s,High Growth Era,Plan 12,0,,Import,Coal & Coke,,,,,10680.0,4.0,249800,267000,,,,,,1238.7,,,,
Commodity_Breakdown,2007,2000s,High Growth Era,Plan 12,0,,Import,Edible Oils,,,,,10680.0,4.0,249800,267000,,,,,,1238.7,,,,
Commodity_Breakdown,2007,2000s,High Growth Era,Plan 12,0,,Import,Defence & Aerospace,,,,,10680.0,4.0,249800,267000,,,,,,1238.7,,,,
Commodity_Breakdown,2007,2000s,High Growth Era,Plan 12,0,,Import,Other Merchandise,,,,,58740.0,22.0,249800,267000,,,,,,1238.7,,,,
Commodity_Breakdown,2008,2000s,High Growth Era,Plan 12,0,Global Financial Crisis,Export,Engineering Goods,,,,,67540.0,22.0,307000,374400,,,,,,1224.1,,,,
Commodity_Breakdown,2008,2000s,High Growth Era,Plan 12,0,Global Financial Crisis,Export,Petroleum Products,,,,,58330.0,19.0,307000,374400,,,,,,1224.1,,,,
Commodity_Breakdown,2008,2000s,High Growth Era,Plan 12,0,Global Financial Crisis,Export,Gems & Jewellery,,,,,39910.0,13.0,307000,374400,,,,,,1224.1,,,,
Commodity_Breakdown,2008,2000s,High Growth Era,Plan 12,0,Global Financial Crisis,Export,Chemicals & Pharma,,,,,36840.0,12.0,307000,374400,,,,,,1224.1,,,,
Commodity_Breakdown,2008,2000s,High Growth Era,Plan 12,0,Global Financial Crisis,Export,Textiles & Apparel,,,,,36840.0,12.0,307000,374400,,,,,,1224.1,,,,
Commodity_Breakdown,2008,2000s,High Growth Era,Plan 12,0,Global Financial Crisis,Export,Agriculture & Allied,,,,,27630.0,9.0,307000,374400,,,,,,1224.1,,,,
Commodity_Breakdown,2008,2000s,High Growth Era,Plan 12,0,Global Financial Crisis,Export,Electronics & IT Goods,,,,,18420.0,6.0,307000,374400,,,,,,1224.1,,,,
Commodity_Breakdown,2008,2000s,High Growth Era,Plan 12,0,Global Financial Crisis,Export,Other Merchandise,,,,,21490.0,7.0,307000,374400,,,,,,1224.1,,,,
Commodity_Breakdown,2008,2000s,High Growth Era,Plan 12,0,Global Financial Crisis,Import,Crude Oil & Petroleum,,,,,123552.0,33.0,307000,374400,,,,,,1224.1,,,,
Commodity_Breakdown,2008,2000s,High Growth Era,Plan 12,0,Global Financial Crisis,Import,Electronics & Machinery,,,,,67392.0,18.0,307000,374400,,,,,,1224.1,,,,
Commodity_Breakdown,2008,2000s,High Growth Era,Plan 12,0,Global Financial Crisis,Import,Gold & Precious Metals,,,,,33696.0,9.0,307000,374400,,,,,,1224.1,,,,
Commodity_Breakdown,2008,2000s,High Growth Era,Plan 12,0,Global Financial Crisis,Import,Chemicals,,,,,29952.0,8.0,307000,374400,,,,,,1224.1,,,,
Commodity_Breakdown,2008,2000s,High Growth Era,Plan 12,0,Global Financial Crisis,Import,Coal & Coke,,,,,18720.0,5.0,307000,374400,,,,,,1224.1,,,,
Commodity_Breakdown,2008,2000s,High Growth Era,Plan 12,0,Global Financial Crisis,Import,Edible Oils,,,,,14976.0,4.0,307000,374400,,,,,,1224.1,,,,
Commodity_Breakdown,2008,2000s,High Growth Era,Plan 12,0,Global Financial Crisis,Import,Defence & Aerospace,,,,,14976.0,4.0,307000,374400,,,,,,1224.1,,,,
Commodity_Breakdown,2008,2000s,High Growth Era,Plan 12,0,Global Financial Crisis,Import,Other Merchandise,,,,,71136.0,19.0,307000,374400,,,,,,1224.1,,,,
Commodity_Breakdown,2009,2000s,High Growth Era,Plan 12,1,,Export,Engineering Goods,,,,,60743.0,23.0,264100,300600,,,,,,1365.4,,,,
Commodity_Breakdown,2009,2000s,High Growth Era,Plan 12,1,,Export,Petroleum Products,,,,,55461.0,21.0,264100,300600,,,,,,1365.4,,,,
Commodity_Breakdown,2009,2000s,High Growth Era,Plan 12,1,,Export,Gems & Jewellery,,,,,34333.0,13.0,264100,300600,,,,,,1365.4,,,,
Commodity_Breakdown,2009,2000s,High Growth Era,Plan 12,1,,Export,Chemicals & Pharma,,,,,34333.0,13.0,264100,300600,,,,,,1365.4,,,,
Commodity_Breakdown,2009,2000s,High Growth Era,Plan 12,1,,Export,Textiles & Apparel,,,,,31692.0,12.0,264100,300600,,,,,,1365.4,,,,
Commodity_Breakdown,2009,2000s,High Growth Era,Plan 12,1,,Export,Agriculture & Allied,,,,,23769.0,9.0,264100,300600,,,,,,1365.4,,,,
Commodity_Breakdown,2009,2000s,High Growth Era,Plan 12,1,,Export,Electronics & IT Goods,,,,,15846.0,6.0,264100,300600,,,,,,1365.4,,,,
Commodity_Breakdown,2009,2000s,High Growth Era,Plan 12,1,,Export,Other Merchandise,,,,,7923.0,3.0,264100,300600,,,,,,1365.4,,,,
Commodity_Breakdown,2009,2000s,High Growth Era,Plan 12,1,,Import,Crude Oil & Petroleum,,,,,99198.0,33.0,264100,300600,,,,,,1365.4,,,,
Commodity_Breakdown,2009,2000s,High Growth Era,Plan 12,1,,Import,Electronics & Machinery,,,,,54108.0,18.0,264100,300600,,,,,,1365.4,,,,
Commodity_Breakdown,2009,2000s,High Growth Era,Plan 12,1,,Import,Gold & Precious Metals,,,,,30060.0,10.0,264100,300600,,,,,,1365.4,,,,
Commodity_Breakdown,2009,2000s,High Growth Era,Plan 12,1,,Import,Chemicals,,,,,24048.0,8.0,264100,300600,,,,,,1365.4,,,,
Commodity_Breakdown,2009,2000s,High Growth Era,Plan 12,1,,Import,Coal & Coke,,,,,15030.0,5.0,264100,300600,,,,,,1365.4,,,,
Commodity_Breakdown,2009,2000s,High Growth Era,Plan 12,1,,Import,Edible Oils,,,,,12024.0,4.0,264100,300600,,,,,,1365.4,,,,
Commodity_Breakdown,2009,2000s,High Growth Era,Plan 12,1,,Import,Defence & Aerospace,,,,,15030.0,5.0,264100,300600,,,,,,1365.4,,,,
Commodity_Breakdown,2009,2000s,High Growth Era,Plan 12,1,,Import,Other Merchandise,,,,,51102.0,17.0,264100,300600,,,,,,1365.4,,,,
Commodity_Breakdown,2010,2010s,High Growth Era,Plan 12,0,,Export,Engineering Goods,,,,,86549.0,23.0,376300,383500,,,,,,1708.5,,,,
Commodity_Breakdown,2010,2010s,High Growth Era,Plan 12,0,,Export,Petroleum Products,,,,,71497.0,19.0,376300,383500,,,,,,1708.5,,,,
Commodity_Breakdown,2010,2010s,High Growth Era,Plan 12,0,,Export,Gems & Jewellery,,,,,52682.0,14.0,376300,383500,,,,,,1708.5,,,,
Commodity_Breakdown,2010,2010s,High Growth Era,Plan 12,0,,Export,Chemicals & Pharma,,,,,48919.0,13.0,376300,383500,,,,,,1708.5,,,,
Commodity_Breakdown,2010,2010s,High Growth Era,Plan 12,0,,Export,Textiles & Apparel,,,,,41393.0,11.0,376300,383500,,,,,,1708.5,,,,
Commodity_Breakdown,2010,2010s,High Growth Era,Plan 12,0,,Export,Agriculture & Allied,,,,,37630.0,10.0,376300,383500,,,,,,1708.5,,,,
Commodity_Breakdown,2010,2010s,High Growth Era,Plan 12,0,,Export,Electronics & IT Goods,,,,,22578.0,6.0,376300,383500,,,,,,1708.5,,,,
Commodity_Breakdown,2010,2010s,High Growth Era,Plan 12,0,,Export,Other Merchandise,,,,,15052.0,4.0,376300,383500,,,,,,1708.5,,,,
Commodity_Breakdown,2010,2010s,High Growth Era,Plan 12,0,,Import,Crude Oil & Petroleum,,,,,115050.0,30.0,376300,383500,,,,,,1708.5,,,,
Commodity_Breakdown,2010,2010s,High Growth Era,Plan 12,0,,Import,Electronics & Machinery,,,,,72865.0,19.0,376300,383500,,,,,,1708.5,,,,
Commodity_Breakdown,2010,2010s,High Growth Era,Plan 12,0,,Import,Gold & Precious Metals,,,,,42185.0,11.0,376300,383500,,,,,,1708.5,,,,
Commodity_Breakdown,2010,2010s,High Growth Era,Plan 12,0,,Import,Chemicals,,,,,30680.0,8.0,376300,383500,,,,,,1708.5,,,,
Commodity_Breakdown,2010,2010s,High Growth Era,Plan 12,0,,Import,Coal & Coke,,,,,23010.0,6.0,376300,383500,,,,,,1708.5,,,,
Commodity_Breakdown,2010,2010s,High Growth Era,Plan 12,0,,Import,Edible Oils,,,,,15340.0,4.0,376300,383500,,,,,,1708.5,,,,
Commodity_Breakdown,2010,2010s,High Growth Era,Plan 12,0,,Import,Defence & Aerospace,,,,,19175.0,5.0,376300,383500,,,,,,1708.5,,,,
Commodity_Breakdown,2010,2010s,High Growth Era,Plan 12,0,,Import,Other Merchandise,,,,,65195.0,17.0,376300,383500,,,,,,1708.5,,,,
Commodity_Breakdown,2011,2010s,High Growth Era,Plan 13,0,,Export,Engineering Goods,,,,,113256.0,24.0,471900,499400,,,,,,1823.0,,,,
Commodity_Breakdown,2011,2010s,High Growth Era,Plan 13,0,,Export,Petroleum Products,,,,,94380.0,20.0,471900,499400,,,,,,1823.0,,,,
Commodity_Breakdown,2011,2010s,High Growth Era,Plan 13,0,,Export,Gems & Jewellery,,,,,61347.0,13.0,471900,499400,,,,,,1823.0,,,,
Commodity_Breakdown,2011,2010s,High Growth Era,Plan 13,0,,Export,Chemicals & Pharma,,,,,66066.0,14.0,471900,499400,,,,,,1823.0,,,,
Commodity_Breakdown,2011,2010s,High Growth Era,Plan 13,0,,Export,Textiles & Apparel,,,,,51909.0,11.0,471900,499400,,,,,,1823.0,,,,
Commodity_Breakdown,2011,2010s,High Growth Era,Plan 13,0,,Export,Agriculture & Allied,,,,,47190.0,10.0,471900,499400,,,,,,1823.0,,,,
Commodity_Breakdown,2011,2010s,High Growth Era,Plan 13,0,,Export,Electronics & IT Goods,,,,,28314.0,6.0,471900,499400,,,,,,1823.0,,,,
Commodity_Breakdown,2011,2010s,High Growth Era,Plan 13,0,,Export,Other Merchandise,,,,,9438.0,2.0,471900,499400,,,,,,1823.0,,,,
Commodity_Breakdown,2011,2010s,High Growth Era,Plan 13,0,,Import,Crude Oil & Petroleum,,,,,149820.0,30.0,471900,499400,,,,,,1823.0,,,,
Commodity_Breakdown,2011,2010s,High Growth Era,Plan 13,0,,Import,Electronics & Machinery,,,,,99880.0,20.0,471900,499400,,,,,,1823.0,,,,
Commodity_Breakdown,2011,2010s,High Growth Era,Plan 13,0,,Import,Gold & Precious Metals,,,,,49940.0,10.0,471900,499400,,,,,,1823.0,,,,
Commodity_Breakdown,2011,2010s,High Growth Era,Plan 13,0,,Import,Chemicals,,,,,39952.0,8.0,471900,499400,,,,,,1823.0,,,,
Commodity_Breakdown,2011,2010s,High Growth Era,Plan 13,0,,Import,Coal & Coke,,,,,34958.0,7.0,471900,499400,,,,,,1823.0,,,,
Commodity_Breakdown,2011,2010s,High Growth Era,Plan 13,0,,Import,Edible Oils,,,,,19976.0,4.0,471900,499400,,,,,,1823.0,,,,
Commodity_Breakdown,2011,2010s,High Growth Era,Plan 13,0,,Import,Defence & Aerospace,,,,,24970.0,5.0,471900,499400,,,,,,1823.0,,,,
Commodity_Breakdown,2011,2010s,High Growth Era,Plan 13,0,,Import,Other Merchandise,,,,,79904.0,16.0,471900,499400,,,,,,1823.0,,,,
Commodity_Breakdown,2012,2010s,High Growth Era,Plan 13,0,,Export,Engineering Goods,,,,,111936.0,24.0,466400,489300,,,,,,1827.6,,,,
Commodity_Breakdown,2012,2010s,High Growth Era,Plan 13,0,,Export,Petroleum Products,,,,,93280.0,20.0,466400,489300,,,,,,1827.6,,,,
Commodity_Breakdown,2012,2010s,High Growth Era,Plan 13,0,,Export,Gems & Jewellery,,,,,51304.0,11.0,466400,489300,,,,,,1827.6,,,,
Commodity_Breakdown,2012,2010s,High Growth Era,Plan 13,0,,Export,Chemicals & Pharma,,,,,65296.0,14.0,466400,489300,,,,,,1827.6,,,,
Commodity_Breakdown,2012,2010s,High Growth Era,Plan 13,0,,Export,Textiles & Apparel,,,,,51304.0,11.0,466400,489300,,,,,,1827.6,,,,
Commodity_Breakdown,2012,2010s,High Growth Era,Plan 13,0,,Export,Agriculture & Allied,,,,,46640.0,10.0,466400,489300,,,,,,1827.6,,,,
Commodity_Breakdown,2012,2010s,High Growth Era,Plan 13,0,,Export,Electronics & IT Goods,,,,,27984.0,6.0,466400,489300,,,,,,1827.6,,,,
Commodity_Breakdown,2012,2010s,High Growth Era,Plan 13,0,,Export,Other Merchandise,,,,,18656.0,4.0,466400,489300,,,,,,1827.6,,,,
Commodity_Breakdown,2012,2010s,High Growth Era,Plan 13,0,,Import,Crude Oil & Petroleum,,,,,146790.0,30.0,466400,489300,,,,,,1827.6,,,,
Commodity_Breakdown,2012,2010s,High Growth Era,Plan 13,0,,Import,Electronics & Machinery,,,,,102753.0,21.0,466400,489300,,,,,,1827.6,,,,
Commodity_Breakdown,2012,2010s,High Growth Era,Plan 13,0,,Import,Gold & Precious Metals,,,,,48930.0,10.0,466400,489300,,,,,,1827.6,,,,
Commodity_Breakdown,2012,2010s,High Growth Era,Plan 13,0,,Import,Chemicals,,,,,39144.0,8.0,466400,489300,,,,,,1827.6,,,,
Commodity_Breakdown,2012,2010s,High Growth Era,Plan 13,0,,Import,Coal & Coke,,,,,34251.0,7.0,466400,489300,,,,,,1827.6,,,,
Commodity_Breakdown,2012,2010s,High Growth Era,Plan 13,0,,Import,Edible Oils,,,,,19572.0,4.0,466400,489300,,,,,,1827.6,,,,
Commodity_Breakdown,2012,2010s,High Growth Era,Plan 13,0,,Import,Defence & Aerospace,,,,,24465.0,5.0,466400,489300,,,,,,1827.6,,,,
Commodity_Breakdown,2012,2010s,High Growth Era,Plan 13,0,,Import,Other Merchandise,,,,,73395.0,15.0,466400,489300,,,,,,1827.6,,,,
Commodity_Breakdown,2013,2010s,High Growth Era,Plan 13,0,,Export,Engineering Goods,,,,,116550.0,25.0,466200,467000,,,,,,1856.7,,,,
Commodity_Breakdown,2013,2010s,High Growth Era,Plan 13,0,,Export,Petroleum Products,,,,,88578.0,19.0,466200,467000,,,,,,1856.7,,,,
Commodity_Breakdown,2013,2010s,High Growth Era,Plan 13,0,,Export,Gems & Jewellery,,,,,55944.0,12.0,466200,467000,,,,,,1856.7,,,,
Commodity_Breakdown,2013,2010s,High Growth Era,Plan 13,0,,Export,Chemicals & Pharma,,,,,65268.0,14.0,466200,467000,,,,,,1856.7,,,,
Commodity_Breakdown,2013,2010s,High Growth Era,Plan 13,0,,Export,Textiles & Apparel,,,,,55944.0,12.0,466200,467000,,,,,,1856.7,,,,
Commodity_Breakdown,2013,2010s,High Growth Era,Plan 13,0,,Export,Agriculture & Allied,,,,,46620.0,10.0,466200,467000,,,,,,1856.7,,,,
Commodity_Breakdown,2013,2010s,High Growth Era,Plan 13,0,,Export,Electronics & IT Goods,,,,,27972.0,6.0,466200,467000,,,,,,1856.7,,,,
Commodity_Breakdown,2013,2010s,High Growth Era,Plan 13,0,,Export,Other Merchandise,,,,,9324.0,2.0,466200,467000,,,,,,1856.7,,,,
Commodity_Breakdown,2013,2010s,High Growth Era,Plan 13,0,,Import,Crude Oil & Petroleum,,,,,130760.0,28.0,466200,467000,,,,,,1856.7,,,,
Commodity_Breakdown,2013,2010s,High Growth Era,Plan 13,0,,Import,Electronics & Machinery,,,,,102740.0,22.0,466200,467000,,,,,,1856.7,,,,
Commodity_Breakdown,2013,2010s,High Growth Era,Plan 13,0,,Import,Gold & Precious Metals,,,,,37360.0,8.0,466200,467000,,,,,,1856.7,,,,
Commodity_Breakdown,2013,2010s,High Growth Era,Plan 13,0,,Import,Chemicals,,,,,37360.0,8.0,466200,467000,,,,,,1856.7,,,,
Commodity_Breakdown,2013,2010s,High Growth Era,Plan 13,0,,Import,Coal & Coke,,,,,32690.0,7.0,466200,467000,,,,,,1856.7,,,,
Commodity_Breakdown,2013,2010s,High Growth Era,Plan 13,0,,Import,Edible Oils,,,,,18680.0,4.0,466200,467000,,,,,,1856.7,,,,
Commodity_Breakdown,2013,2010s,High Growth Era,Plan 13,0,,Import,Defence & Aerospace,,,,,23350.0,5.0,466200,467000,,,,,,1856.7,,,,
Commodity_Breakdown,2013,2010s,High Growth Era,Plan 13,0,,Import,Other Merchandise,,,,,84060.0,18.0,466200,467000,,,,,,1856.7,,,,
Commodity_Breakdown,2014,2010s,Digital India Era,Plan 13,1,,Export,Engineering Goods,,,,,119500.0,25.0,478000,462000,,,,,,2039.1,,,,
Commodity_Breakdown,2014,2010s,Digital India Era,Plan 13,1,,Export,Petroleum Products,,,,,71700.0,15.0,478000,462000,,,,,,2039.1,,,,
Commodity_Breakdown,2014,2010s,Digital India Era,Plan 13,1,,Export,Gems & Jewellery,,,,,52580.0,11.0,478000,462000,,,,,,2039.1,,,,
Commodity_Breakdown,2014,2010s,Digital India Era,Plan 13,1,,Export,Chemicals & Pharma,,,,,66920.0,14.0,478000,462000,,,,,,2039.1,,,,
Commodity_Breakdown,2014,2010s,Digital India Era,Plan 13,1,,Export,Textiles & Apparel,,,,,57360.0,12.0,478000,462000,,,,,,2039.1,,,,
Commodity_Breakdown,2014,2010s,Digital India Era,Plan 13,1,,Export,Agriculture & Allied,,,,,47800.0,10.0,478000,462000,,,,,,2039.1,,,,
Commodity_Breakdown,2014,2010s,Digital India Era,Plan 13,1,,Export,Electronics & IT Goods,,,,,33460.0,7.0,478000,462000,,,,,,2039.1,,,,
Commodity_Breakdown,2014,2010s,Digital India Era,Plan 13,1,,Export,Other Merchandise,,,,,23900.0,5.0,478000,462000,,,,,,2039.1,,,,
Commodity_Breakdown,2014,2010s,Digital India Era,Plan 13,1,,Import,Crude Oil & Petroleum,,,,,101640.0,22.0,478000,462000,,,,,,2039.1,,,,
Commodity_Breakdown,2014,2010s,Digital India Era,Plan 13,1,,Import,Electronics & Machinery,,,,,106260.0,23.0,478000,462000,,,,,,2039.1,,,,
Commodity_Breakdown,2014,2010s,Digital India Era,Plan 13,1,,Import,Gold & Precious Metals,,,,,32340.0,7.0,478000,462000,,,,,,2039.1,,,,
Commodity_Breakdown,2014,2010s,Digital India Era,Plan 13,1,,Import,Chemicals,,,,,36960.0,8.0,478000,462000,,,,,,2039.1,,,,
Commodity_Breakdown,2014,2010s,Digital India Era,Plan 13,1,,Import,Coal & Coke,,,,,32340.0,7.0,478000,462000,,,,,,2039.1,,,,
Commodity_Breakdown,2014,2010s,Digital India Era,Plan 13,1,,Import,Edible Oils,,,,,18480.0,4.0,478000,462000,,,,,,2039.1,,,,
Commodity_Breakdown,2014,2010s,Digital India Era,Plan 13,1,,Import,Defence & Aerospace,,,,,23100.0,5.0,478000,462000,,,,,,2039.1,,,,
Commodity_Breakdown,2014,2010s,Digital India Era,Plan 13,1,,Import,Other Merchandise,,,,,110880.0,24.0,478000,462000,,,,,,2039.1,,,,
Commodity_Breakdown,2015,2010s,Digital India Era,Plan 13,0,,Export,Engineering Goods,,,,,106500.0,25.0,426000,392000,,,,,,2103.6,,,,
Commodity_Breakdown,2015,2010s,Digital India Era,Plan 13,0,,Export,Petroleum Products,,,,,51120.0,12.0,426000,392000,,,,,,2103.6,,,,
Commodity_Breakdown,2015,2010s,Digital India Era,Plan 13,0,,Export,Gems & Jewellery,,,,,46860.0,11.0,426000,392000,,,,,,2103.6,,,,
Commodity_Breakdown,2015,2010s,Digital India Era,Plan 13,0,,Export,Chemicals & Pharma,,,,,59640.0,14.0,426000,392000,,,,,,2103.6,,,,
Commodity_Breakdown,2015,2010s,Digital India Era,Plan 13,0,,Export,Textiles & Apparel,,,,,51120.0,12.0,426000,392000,,,,,,2103.6,,,,
Commodity_Breakdown,2015,2010s,Digital India Era,Plan 13,0,,Export,Agriculture & Allied,,,,,46860.0,11.0,426000,392000,,,,,,2103.6,,,,
Commodity_Breakdown,2015,2010s,Digital India Era,Plan 13,0,,Export,Electronics & IT Goods,,,,,29820.0,7.0,426000,392000,,,,,,2103.6,,,,
Commodity_Breakdown,2015,2010s,Digital India Era,Plan 13,0,,Export,Other Merchandise,,,,,34080.0,8.0,426000,392000,,,,,,2103.6,,,,
Commodity_Breakdown,2015,2010s,Digital India Era,Plan 13,0,,Import,Crude Oil & Petroleum,,,,,78400.0,20.0,426000,392000,,,,,,2103.6,,,,
Commodity_Breakdown,2015,2010s,Digital India Era,Plan 13,0,,Import,Electronics & Machinery,,,,,90160.0,23.0,426000,392000,,,,,,2103.6,,,,
Commodity_Breakdown,2015,2010s,Digital India Era,Plan 13,0,,Import,Gold & Precious Metals,,,,,27440.0,7.0,426000,392000,,,,,,2103.6,,,,
Commodity_Breakdown,2015,2010s,Digital India Era,Plan 13,0,,Import,Chemicals,,,,,31360.0,8.0,426000,392000,,,,,,2103.6,,,,
Commodity_Breakdown,2015,2010s,Digital India Era,Plan 13,0,,Import,Coal & Coke,,,,,27440.0,7.0,426000,392000,,,,,,2103.6,,,,
